"model","case","R","Var_a","method","n","mean_MSPE","MCSE","lower","upper","R_factor","Var_a_label"
"Random-intercept model (RI)",11,50,0.5,"BLM",20,9.28880948737117,0.0622917104217539,9.16671773494453,9.41090123979781,"50","Var(a) = 0.50"
"Random-intercept model (RI)",11,50,0.5,"CPF",20,9.26939896773986,0.0626352622038523,9.1466338538203,9.39216408165941,"50","Var(a) = 0.50"
"Random-intercept model (RI)",11,50,0.5,"OBS",20,9.25877405191308,0.0632920292233968,9.13472167463522,9.38282642919094,"50","Var(a) = 0.50"
"Random-intercept model (RI)",11,50,0.5,"LM",20,9.2587253502209,0.0634753541388948,9.13431365610867,9.38313704433314,"50","Var(a) = 0.50"
"Random-intercept model (RI)",11,10,2.25,"ORACLE",20,9.11800039077321,0.0451608723485341,9.02948508097009,9.20651570057634,"10","Var(a) = 2.25"
"Random-intercept model (RI)",11,10,2.25,"CIRG",20,9.21270273936411,0.0439049239752856,9.12664908837255,9.29875639035567,"10","Var(a) = 2.25"
"Random-intercept model (RI)",11,10,2.25,"KM",20,9.23448075429814,0.0437243646834052,9.14878099951867,9.32018050907761,"10","Var(a) = 2.25"
"Random-intercept model (RI)",11,10,2.25,"BLM",20,9.26838328373338,0.0418712468906141,9.18631563982778,9.35045092763898,"10","Var(a) = 2.25"
"Random-intercept model (RI)",11,10,2.25,"CPF",20,9.26665882097621,0.0419970071393905,9.18434468698301,9.34897295496942,"10","Var(a) = 2.25"
"Random-intercept model (RI)",11,10,2.25,"OBS",20,9.26627499104041,0.0420620079376247,9.18383345548266,9.34871652659815,"10","Var(a) = 2.25"
"Random-intercept model (RI)",11,10,2.25,"LM",20,9.26553816687684,0.0421971645455054,9.18283172436765,9.34824460938603,"10","Var(a) = 2.25"
"Random-intercept model (RI)",11,20,2.25,"ORACLE",20,9.1142956747676,0.0528494585970352,9.01071073591741,9.21788061361779,"20","Var(a) = 2.25"
"Random-intercept model (RI)",11,20,2.25,"CIRG",20,9.24721773550572,0.0506929491726117,9.1478595551274,9.34657591588404,"20","Var(a) = 2.25"
"Random-intercept model (RI)",11,20,2.25,"KM",20,9.26638094949822,0.0497033920570735,9.16896230106636,9.36379959793008,"20","Var(a) = 2.25"
"Random-intercept model (RI)",11,20,2.25,"BLM",20,9.29373315319338,0.0508487249067042,9.19406965237624,9.39339665401052,"20","Var(a) = 2.25"
"Random-intercept model (RI)",11,20,2.25,"CPF",20,9.28997986262318,0.0510784511425314,9.18986609838382,9.39009362686254,"20","Var(a) = 2.25"
"Random-intercept model (RI)",11,20,2.25,"OBS",20,9.2875771972367,0.0513365744390564,9.18695751133615,9.38819688313725,"20","Var(a) = 2.25"
"Random-intercept model (RI)",11,20,2.25,"LM",20,9.28818551572611,0.0514141815377578,9.1874137199121,9.38895731154011,"20","Var(a) = 2.25"
"Random-intercept model (RI)",11,50,2.25,"ORACLE",20,9.30966184564909,0.0645884824044878,9.18306842013629,9.43625527116189,"50","Var(a) = 2.25"
"Random-intercept model (RI)",11,50,2.25,"CIRG",20,9.39830228943818,0.0613296060565326,9.27809626156737,9.51850831730898,"50","Var(a) = 2.25"
"Random-intercept model (RI)",11,50,2.25,"KM",20,9.41736170755525,0.061668163879408,9.2964921063516,9.53823130875889,"50","Var(a) = 2.25"
"Random-intercept model (RI)",11,50,2.25,"BLM",20,9.47231982457724,0.0628681587782684,9.34909823337184,9.59554141578265,"50","Var(a) = 2.25"
"Random-intercept model (RI)",11,50,2.25,"CPF",20,9.45467585770046,0.0635717809699654,9.33007516699933,9.57927654840159,"50","Var(a) = 2.25"
"Random-intercept model (RI)",11,50,2.25,"OBS",20,9.44031474697218,0.064114538810093,9.3146502509044,9.56597924303997,"50","Var(a) = 2.25"
"Random-intercept model (RI)",11,50,2.25,"LM",20,9.4403115498689,0.0642776219005649,9.3143274109438,9.56629568879401,"50","Var(a) = 2.25"
"Random-slope model (RS)",11,10,0.5,"ORACLE",20,9.47503723793318,0.0582539878512026,9.36085942174482,9.58921505412154,"10","Var(a) = 0.50"
"Random-slope model (RS)",11,10,0.5,"CIRG",20,9.84022326201566,0.0676075808667867,9.70771240351676,9.97273412051456,"10","Var(a) = 0.50"
"Random-slope model (RS)",11,10,0.5,"KM",20,10.0644215143715,0.0737730171442167,9.91982640076886,10.2090166279742,"10","Var(a) = 0.50"
"Random-slope model (RS)",11,10,0.5,"BLM",20,11.9929321435025,0.101893928567946,11.7932200435094,12.1926442434957,"10","Var(a) = 0.50"
"Random-slope model (RS)",11,10,0.5,"CPF",20,11.9969569796665,0.101834606550558,11.7973611508274,12.1965528085056,"10","Var(a) = 0.50"
"Random-slope model (RS)",11,10,0.5,"OBS",20,11.9952951130351,0.101880233177271,11.7956098560077,12.1949803700626,"10","Var(a) = 0.50"
"Random-slope model (RS)",11,10,0.5,"LM",20,11.9929321435025,0.101893928567946,11.7932200435094,12.1926442434957,"10","Var(a) = 0.50"
"Random-slope model (RS)",11,20,0.5,"ORACLE",20,9.74063485910492,0.0426666123004241,9.65700829899608,9.82426141921375,"20","Var(a) = 0.50"
"Random-slope model (RS)",11,20,0.5,"CIRG",20,10.0411972424515,0.0656193810561055,9.91258325558156,10.1698112293215,"20","Var(a) = 0.50"
"Random-slope model (RS)",11,20,0.5,"KM",20,10.2630515056828,0.0410813381939091,10.1825320828228,10.3435709285429,"20","Var(a) = 0.50"
"Random-slope model (RS)",11,20,0.5,"BLM",20,12.1699967018366,0.0763640113130738,12.020323239663,12.3196701640102,"20","Var(a) = 0.50"
"Random-slope model (RS)",11,20,0.5,"CPF",20,12.1679987785352,0.0757984293300905,12.0194338570483,12.3165637000222,"20","Var(a) = 0.50"
"Random-slope model (RS)",11,20,0.5,"OBS",20,12.1718770470768,0.0756114038813988,12.0236786954693,12.3200753986844,"20","Var(a) = 0.50"
"Random-slope model (RS)",11,20,0.5,"LM",20,12.1699967018366,0.0763640113130739,12.020323239663,12.3196701640102,"20","Var(a) = 0.50"
"Random-slope model (RS)",11,50,0.5,"ORACLE",20,10.070930830243,0.0555615812019584,9.96203013108717,10.1798315293988,"50","Var(a) = 0.50"
"Random-slope model (RS)",11,50,0.5,"CIRG",20,10.087986909148,0.0566880017017028,9.97687842581263,10.1990953924833,"50","Var(a) = 0.50"
"Random-slope model (RS)",11,50,0.5,"KM",20,10.3218846293694,0.0495281956180469,10.2248093659581,10.4189598927808,"50","Var(a) = 0.50"
"Random-slope model (RS)",11,50,0.5,"BLM",20,12.2586427903904,0.0779139031208638,12.1059315402735,12.4113540405073,"50","Var(a) = 0.50"
"Random-slope model (RS)",11,50,0.5,"CPF",20,12.2835776380447,0.0800601887713893,12.1266596680527,12.4404956080366,"50","Var(a) = 0.50"
"Random-slope model (RS)",11,50,0.5,"OBS",20,12.2671919916403,0.0782602661184315,12.1138018700482,12.4205821132324,"50","Var(a) = 0.50"
"Random-slope model (RS)",11,50,0.5,"LM",20,12.2586427903904,0.0779139031208639,12.1059315402735,12.4113540405073,"50","Var(a) = 0.50"
"Random-slope model (RS)",11,10,2.25,"ORACLE",20,9.47814125053834,0.0584049771254246,9.3636674953725,9.59261500570417,"10","Var(a) = 2.25"
"Random-slope model (RS)",11,10,2.25,"CIRG",20,9.88755785340191,0.0709546531458101,9.74848673323612,10.0266289735677,"10","Var(a) = 2.25"
"Random-slope model (RS)",11,10,2.25,"KM",20,10.1289179924796,0.0802767928084944,9.97157547857499,10.2862605063843,"10","Var(a) = 2.25"
"Random-slope model (RS)",11,10,2.25,"BLM",20,12.1786157627056,0.104061298054216,11.9746556185193,12.3825759068918,"10","Var(a) = 2.25"
"Random-slope model (RS)",11,10,2.25,"CPF",20,12.1834748198564,0.104124017537799,11.9793917454823,12.3875578942305,"10","Var(a) = 2.25"
"Random-slope model (RS)",11,10,2.25,"OBS",20,12.181270948302,0.103991507675636,11.9774475932577,12.3850943033462,"10","Var(a) = 2.25"
"Random-slope model (RS)",11,10,2.25,"LM",20,12.1786157627056,0.104061298054216,11.9746556185193,12.3825759068918,"10","Var(a) = 2.25"
"Random-slope model (RS)",11,20,2.25,"ORACLE",20,9.74876851728546,0.04241528150941,9.66563456552701,9.8319024690439,"20","Var(a) = 2.25"
"Random-slope model (RS)",11,20,2.25,"CIRG",20,10.0879758525033,0.066906590205513,9.95683893570053,10.2191127693061,"20","Var(a) = 2.25"
"Random-slope model (RS)",11,20,2.25,"KM",20,10.3239925025977,0.0423717750000532,10.2409438235976,10.4070411815978,"20","Var(a) = 2.25"
"Random-slope model (RS)",11,20,2.25,"BLM",20,12.3247270326261,0.0795854206324374,12.1687396081865,12.4807144570657,"20","Var(a) = 2.25"
"Random-slope model (RS)",11,20,2.25,"CPF",20,12.3228417795604,0.0791749044400771,12.1676589668578,12.4780245922629,"20","Var(a) = 2.25"
"Random-slope model (RS)",11,20,2.25,"OBS",20,12.3267087394703,0.0791538146545206,12.1715672627475,12.4818502161932,"20","Var(a) = 2.25"
"Random-slope model (RS)",11,20,2.25,"LM",20,12.3247270326261,0.0795854206324375,12.1687396081865,12.4807144570657,"20","Var(a) = 2.25"
"Random-slope model (RS)",11,50,2.25,"ORACLE",20,10.0870879171896,0.0552102308661592,9.97887586469189,10.1952999696872,"50","Var(a) = 2.25"
"Random-slope model (RS)",11,50,2.25,"CIRG",20,10.1649795426939,0.0578709431861501,10.0515524940491,10.2784065913388,"50","Var(a) = 2.25"
"Random-slope model (RS)",11,50,2.25,"KM",20,10.4129637755624,0.0478791177781702,10.3191207047172,10.5068068464076,"50","Var(a) = 2.25"
"Random-slope model (RS)",11,50,2.25,"BLM",20,12.4426531400841,0.0799532848007564,12.2859447018746,12.5993615782936,"50","Var(a) = 2.25"
"Random-slope model (RS)",11,50,2.25,"CPF",20,12.4701849328608,0.0834906150260659,12.3065433274097,12.6338265383119,"50","Var(a) = 2.25"
"Random-slope model (RS)",11,50,2.25,"OBS",20,12.4514078386301,0.0801368829882475,12.2943395479731,12.608476129287,"50","Var(a) = 2.25"
"Random-slope model (RS)",11,50,2.25,"LM",20,12.4426531400841,0.0799532848007565,12.2859447018746,12.5993615782936,"50","Var(a) = 2.25"
"Random-intercept model (RI)",12,10,0.5,"ORACLE",20,9.06371400837861,0.0530006608971104,8.95983271302027,9.16759530373694,"10","Var(a) = 0.50"
"Random-intercept model (RI)",12,10,0.5,"CIRG",20,9.28167528669925,0.052027979050794,9.1797004477597,9.38365012563881,"10","Var(a) = 0.50"
"Random-intercept model (RI)",12,10,0.5,"KM",20,9.28195111097931,0.0522789307040647,9.17948440679934,9.38441781515927,"10","Var(a) = 0.50"
"Random-intercept model (RI)",12,10,0.5,"BLM",20,9.29017668932499,0.0511071463827295,9.19000668241484,9.39034669623514,"10","Var(a) = 0.50"
"Random-intercept model (RI)",12,10,0.5,"CPF",20,9.28961427383927,0.0510984715789421,9.18946126954454,9.389767278134,"10","Var(a) = 0.50"
"Random-intercept model (RI)",12,10,0.5,"OBS",20,9.28943911959285,0.0511074358161557,9.18926854539319,9.38960969379252,"10","Var(a) = 0.50"
"Random-intercept model (RI)",12,10,0.5,"LM",20,9.28954879863887,0.0512060761034649,9.18918488947608,9.38991270780166,"10","Var(a) = 0.50"
"Random-intercept model (RI)",12,20,0.5,"ORACLE",20,9.04824695868391,0.052394580546766,8.94555358081225,9.15094033655557,"20","Var(a) = 0.50"
"Random-intercept model (RI)",12,20,0.5,"CIRG",20,9.27988764110036,0.0520095457365386,9.17794893145674,9.38182635074397,"20","Var(a) = 0.50"
"Random-intercept model (RI)",12,20,0.5,"KM",20,9.28344217138868,0.0517116766356139,9.18208728518288,9.38479705759449,"20","Var(a) = 0.50"
"Random-intercept model (RI)",12,20,0.5,"BLM",20,9.30228008341384,0.0519299625908821,9.20049735673571,9.40406281009197,"20","Var(a) = 0.50"
"Random-intercept model (RI)",12,20,0.5,"CPF",20,9.29771887957165,0.0518315259855479,9.19612908863998,9.39930867050333,"20","Var(a) = 0.50"
"Random-intercept model (RI)",12,20,0.5,"OBS",20,9.29298425015525,0.0515340305781913,9.191977550222,9.3939909500885,"20","Var(a) = 0.50"
"Random-intercept model (RI)",12,20,0.5,"LM",20,9.2918211210564,0.0516368026777512,9.19061298780801,9.39302925430479,"20","Var(a) = 0.50"
"Random-intercept model (RI)",12,50,0.5,"ORACLE",20,9.0933440045115,0.0523667676158074,8.99070513998451,9.19598286903848,"50","Var(a) = 0.50"
"Random-intercept model (RI)",12,50,0.5,"CIRG",20,9.309808403445,0.0559517856004694,9.20014290366808,9.41947390322192,"50","Var(a) = 0.50"
"Random-intercept model (RI)",12,50,0.5,"KM",20,9.31304153220006,0.055456651476667,9.20434649530579,9.42173656909432,"50","Var(a) = 0.50"
"Random-intercept model (RI)",12,50,0.5,"BLM",20,9.35267761693347,0.0533949329747179,9.24802354830303,9.45733168556392,"50","Var(a) = 0.50"
"Random-intercept model (RI)",12,50,0.5,"CPF",20,9.33705988325453,0.0541044446321933,9.23101517177544,9.44310459473363,"50","Var(a) = 0.50"
"Random-intercept model (RI)",12,50,0.5,"OBS",20,9.31720930357907,0.0553154172496712,9.20879108576971,9.42562752138842,"50","Var(a) = 0.50"
"Random-intercept model (RI)",12,50,0.5,"LM",20,9.31617639619385,0.0555491294302095,9.20730010251064,9.42505268987706,"50","Var(a) = 0.50"
"Random-intercept model (RI)",12,10,2.25,"ORACLE",20,9.0639369928036,0.0531200809515178,8.95982163413862,9.16805235146857,"10","Var(a) = 2.25"
"Random-intercept model (RI)",12,10,2.25,"CIRG",20,10.0428448134448,0.0638470464367092,9.91770460242887,10.1679850244608,"10","Var(a) = 2.25"
"Random-intercept model (RI)",12,10,2.25,"KM",20,10.0490900703232,0.0637909431037188,9.92405982183987,10.1741203188064,"10","Var(a) = 2.25"
"Random-intercept model (RI)",12,10,2.25,"BLM",20,10.0965618572504,0.0630929562861658,9.97289966292955,10.2202240515713,"10","Var(a) = 2.25"
"Random-intercept model (RI)",12,10,2.25,"CPF",20,10.0957390761874,0.0630089991284869,9.97224143789554,10.2192367144792,"10","Var(a) = 2.25"
"Random-intercept model (RI)",12,10,2.25,"OBS",20,10.0955470245212,0.0629977826498664,9.97207137052747,10.219022678515,"10","Var(a) = 2.25"
"Random-intercept model (RI)",12,10,2.25,"LM",20,10.0954834681,0.0630556224146716,9.97189444816725,10.2190724880328,"10","Var(a) = 2.25"
"Random-intercept model (RI)",12,20,2.25,"ORACLE",20,9.04824867711498,0.0524242974876115,8.94549705403926,9.1510003001907,"20","Var(a) = 2.25"
"Random-intercept model (RI)",12,20,2.25,"CIRG",20,10.1296561193009,0.057785938047446,10.016395680728,10.2429165578739,"20","Var(a) = 2.25"
"Random-intercept model (RI)",12,20,2.25,"KM",20,10.1404560653776,0.0573701558835903,10.0280105598458,10.2529015709094,"20","Var(a) = 2.25"
"Random-intercept model (RI)",12,20,2.25,"BLM",20,10.2027395576323,0.0569414449075983,10.0911343256134,10.3143447896512,"20","Var(a) = 2.25"
"Random-intercept model (RI)",12,20,2.25,"CPF",20,10.1979704914904,0.0565413515498667,10.0871494424526,10.3087915405281,"20","Var(a) = 2.25"
"Random-intercept model (RI)",12,20,2.25,"OBS",20,10.1925292132499,0.0566189966985868,10.0815559797206,10.3035024467791,"20","Var(a) = 2.25"
"Random-intercept model (RI)",12,20,2.25,"LM",20,10.1911632529151,0.0566125420315984,10.0802026705332,10.3021238352971,"20","Var(a) = 2.25"
"Random-intercept model (RI)",12,50,2.25,"ORACLE",20,9.09349908042075,0.0513221002796418,8.99290776387265,9.19409039696884,"50","Var(a) = 2.25"
"Random-intercept model (RI)",12,50,2.25,"CIRG",20,10.2115628372333,0.0660725739929017,10.0820605922073,10.3410650822594,"50","Var(a) = 2.25"
"Random-intercept model (RI)",12,50,2.25,"KM",20,10.2221485045667,0.065490876757781,10.0937863861214,10.3505106230119,"50","Var(a) = 2.25"
"Random-intercept model (RI)",12,50,2.25,"BLM",20,10.3021001502469,0.0632668007160361,10.1780972208435,10.4261030796504,"50","Var(a) = 2.25"
"Random-intercept model (RI)",12,50,2.25,"CPF",20,10.2824473154518,0.0646498891475608,10.1557335327226,10.409161098181,"50","Var(a) = 2.25"
"Random-intercept model (RI)",12,50,2.25,"OBS",20,10.2608190628021,0.065979644600527,10.131498959385,10.3901391662191,"50","Var(a) = 2.25"
"Random-intercept model (RI)",12,50,2.25,"LM",20,10.2593120907374,0.0663459654342646,10.1292739984862,10.3893501829885,"50","Var(a) = 2.25"
"Random-slope model (RS)",12,10,0.5,"ORACLE",20,9.52383035896925,0.0538335746564868,9.41831655264254,9.62934416529596,"10","Var(a) = 0.50"
"Random-slope model (RS)",12,10,0.5,"CIRG",20,10.9853045891724,0.0782499649447447,10.8319346578807,11.1386745204641,"10","Var(a) = 0.50"
"Random-slope model (RS)",12,10,0.5,"KM",20,11.1495932039702,0.077661107808107,10.9973774326663,11.3018089752741,"10","Var(a) = 0.50"
"Random-slope model (RS)",12,10,0.5,"BLM",20,12.6740774114673,0.129782259009212,12.4197041838092,12.9284506391253,"10","Var(a) = 0.50"
"Random-slope model (RS)",12,10,0.5,"CPF",20,12.675392676503,0.130359185881572,12.4198886721752,12.9308966808309,"10","Var(a) = 0.50"
"Random-slope model (RS)",12,10,0.5,"OBS",20,12.6757496289678,0.130293575894982,12.4203742202137,12.931125037722,"10","Var(a) = 0.50"
"Random-slope model (RS)",12,10,0.5,"LM",20,12.6740774114673,0.129782259009212,12.4197041838092,12.9284506391253,"10","Var(a) = 0.50"
"Random-slope model (RS)",12,20,0.5,"ORACLE",20,9.80209520811078,0.0482238969247368,9.70757637013829,9.89661404608326,"20","Var(a) = 0.50"
"Random-slope model (RS)",12,20,0.5,"CIRG",20,11.2380721650712,0.0915035738568337,11.0587251603118,11.4174191698306,"20","Var(a) = 0.50"
"Random-slope model (RS)",12,20,0.5,"KM",20,11.4255221287117,0.0853730944111801,11.2581908636658,11.5928533937576,"20","Var(a) = 0.50"
"Random-slope model (RS)",12,20,0.5,"BLM",20,13.0424792586298,0.0999809691863654,12.8465165590245,13.2384419582351,"20","Var(a) = 0.50"
"Random-slope model (RS)",12,20,0.5,"CPF",20,13.04882825166,0.100765578189262,12.851327718409,13.2463287849109,"20","Var(a) = 0.50"
"Random-slope model (RS)",12,20,0.5,"OBS",20,13.0460245811678,0.100870620987702,12.8483181640319,13.2437309983037,"20","Var(a) = 0.50"
"Random-slope model (RS)",12,20,0.5,"LM",20,13.0424792586298,0.0999809691863654,12.8465165590245,13.2384419582351,"20","Var(a) = 0.50"
"Random-slope model (RS)",12,50,0.5,"ORACLE",20,10.4675121451695,0.0732831284340942,10.3238772134386,10.6111470769003,"50","Var(a) = 0.50"
"Random-slope model (RS)",12,50,0.5,"CIRG",20,11.4383459855351,0.0689297670588233,11.3032436420998,11.5734483289704,"50","Var(a) = 0.50"
"Random-slope model (RS)",12,50,0.5,"KM",20,11.5506858191873,0.069751951766054,11.4139719937258,11.6873996446487,"50","Var(a) = 0.50"
"Random-slope model (RS)",12,50,0.5,"BLM",20,13.1462991111649,0.103255268702915,12.9439187845071,13.3486794378226,"50","Var(a) = 0.50"
"Random-slope model (RS)",12,50,0.5,"CPF",20,13.1705929506307,0.102527539414646,12.969638973378,13.3715469278834,"50","Var(a) = 0.50"
"Random-slope model (RS)",12,50,0.5,"OBS",20,13.1548235623016,0.103842923118642,12.951291432989,13.3583556916141,"50","Var(a) = 0.50"
"Random-slope model (RS)",12,50,0.5,"LM",20,13.1462991111649,0.103255268702915,12.9439187845071,13.3486794378226,"50","Var(a) = 0.50"
"Random-slope model (RS)",12,10,2.25,"ORACLE",20,9.52474613084235,0.0538662441332835,9.41916829234112,9.63032396934359,"10","Var(a) = 2.25"
"Random-slope model (RS)",12,10,2.25,"CIRG",20,11.6562943141029,0.0850744854601533,11.489548322601,11.8230403056048,"10","Var(a) = 2.25"
"Random-slope model (RS)",12,10,2.25,"KM",20,11.8210010203225,0.0802399150798342,11.663730786766,11.978271253879,"10","Var(a) = 2.25"
"Random-slope model (RS)",12,10,2.25,"BLM",20,13.4200623646996,0.131360844581075,13.1625951093207,13.6775296200786,"10","Var(a) = 2.25"
"Random-slope model (RS)",12,10,2.25,"CPF",20,13.42159071289,0.131736583456595,13.1633870093151,13.6797944164649,"10","Var(a) = 2.25"
"Random-slope model (RS)",12,10,2.25,"OBS",20,13.4222336370198,0.131843432960556,13.1638205084171,13.6806467656225,"10","Var(a) = 2.25"
"Random-slope model (RS)",12,10,2.25,"LM",20,13.4200623646996,0.131360844581075,13.1625951093207,13.6775296200786,"10","Var(a) = 2.25"
"Random-slope model (RS)",12,20,2.25,"ORACLE",20,9.80449871038673,0.0480333063665994,9.71035342990819,9.89864399086526,"20","Var(a) = 2.25"
"Random-slope model (RS)",12,20,2.25,"CIRG",20,11.9995487731753,0.097361889506653,11.8087194697423,12.1903780766084,"20","Var(a) = 2.25"
"Random-slope model (RS)",12,20,2.25,"KM",20,12.1923545139108,0.0908275879822984,12.0143324414655,12.3703765863561,"20","Var(a) = 2.25"
"Random-slope model (RS)",12,20,2.25,"BLM",20,13.8754227483846,0.10349120493004,13.6725799867217,14.0782655100475,"20","Var(a) = 2.25"
"Random-slope model (RS)",12,20,2.25,"CPF",20,13.8830234648585,0.10403180246045,13.679121132036,14.086925797681,"20","Var(a) = 2.25"
